ts,bombeamento/vazao,decantacao/turbidez,nivel/reservatorio,pressao/linha1,qualidade/cloro,qualidade/ph
2025-08-26T14:44:00.784710+00:00,137.871,0.218,66.196,3.044,1.322,7.111
2025-08-26T14:59:00.784710+00:00,139.883,0.2,64.497,3.005,1.058,7.223
2025-08-26T15:14:00.784710+00:00,138.007,0.314,60.908,3.102,1.304,7.058
2025-08-26T15:29:00.784710+00:00,143.813,0.288,65.645,3.187,1.223,7.162
2025-08-26T15:44:00.784710+00:00,138.164,0.2,64.77,3.119,1.196,7.148
2025-08-26T15:59:00.784710+00:00,135.587,0.268,65.457,3.068,1.319,7.079
2025-08-26T16:14:00.784710+00:00,145.221,0.205,66.986,3.116,1.25,7.145
2025-08-26T16:29:00.784710+00:00,135.748,0.186,66.17,2.972,1.418,7.21
2025-08-26T16:44:00.784710+00:00,138.01,0.3,62.712,3.135,1.09,7.121
2025-08-26T16:59:00.784710+00:00,152.88,0.166,65.745,3.126,1.34,7.043
2025-08-26T17:14:00.784710+00:00,153.536,0.301,63.193,3.096,1.234,7.147
2025-08-26T17:29:00.784710+00:00,142.032,0.246,68.146,3.123,1.3,7.098
2025-08-26T17:44:00.784710+00:00,140.082,0.251,70.084,3.164,1.396,7.136
2025-08-26T17:59:00.784710+00:00,157.099,0.286,65.264,3.291,1.236,7.156
2025-08-26T18:14:00.784710+00:00,153.543,0.299,66.88,3.313,1.401,7.063
2025-08-26T18:29:00.784710+00:00,151.465,0.233,66.948,3.167,1.368,7.074
2025-08-26T18:44:00.784710+00:00,148.214,0.314,68.308,3.215,1.326,7.204
2025-08-26T18:59:00.784710+00:00,155.33,0.289,70.554,3.233,1.361,7.149
2025-08-26T19:14:00.784710+00:00,154.422,0.225,69.365,3.354,1.411,7.032
2025-08-26T19:29:00.784710+00:00,151.223,0.283,72.084,3.317,1.35,7.238
2025-08-26T19:44:00.784710+00:00,159.527,0.366,73.442,3.329,1.455,7.212
2025-08-26T19:59:00.784710+00:00,162.582,0.385,74.048,3.381,1.434,7.158
2025-08-26T20:14:00.784710+00:00,159.417,0.342,70.141,3.307,1.406,7.127
2025-08-26T20:29:00.784710+00:00,171.601,0.251,75.68,3.48,1.683,7.262
2025-08-26T20:44:00.784710+00:00,176.614,0.339,76.365,3.387,1.554,7.238
2025-08-26T20:59:00.784710+00:00,175.968,0.362,77.057,3.335,1.471,7.365
2025-08-26T21:14:00.784710+00:00,167.869,0.36,74.144,3.401,1.546,7.252
2025-08-26T21:29:00.784710+00:00,177.953,0.367,73.454,3.533,1.417,7.255
2025-08-26T21:44:00.784710+00:00,174.306,0.35,73.472,3.416,1.499,7.226
2025-08-26T21:59:00.784710+00:00,165.514,0.332,73.705,3.54,1.524,7.29
2025-08-26T22:14:00.784710+00:00,182.433,0.309,76.383,3.428,1.423,7.283
2025-08-26T22:29:00.784710+00:00,179.799,0.249,78.486,3.43,1.63,7.325
2025-08-26T22:44:00.784710+00:00,200.876,0.364,79.813,3.557,1.532,7.222
2025-08-26T22:59:00.784710+00:00,193.199,0.36,76.615,3.446,1.559,7.231
2025-08-26T23:14:00.784710+00:00,188.55,0.381,77.871,3.593,1.542,7.232
2025-08-26T23:29:00.784710+00:00,186.076,0.289,78.076,3.566,1.973,7.312
2025-08-26T23:44:00.784710+00:00,186.511,0.391,77.322,3.478,1.545,7.357
2025-08-26T23:59:00.784710+00:00,178.183,0.464,80.344,3.55,1.382,7.242
2025-08-27T00:14:00.784710+00:00,173.199,0.367,79.848,3.52,1.444,7.247
2025-08-27T00:29:00.784710+00:00,180.913,0.362,79.624,3.598,1.732,7.293
2025-08-27T00:44:00.784710+00:00,188.174,0.382,80.244,3.727,1.805,7.261
2025-08-27T00:59:00.784710+00:00,172.252,0.47,80.912,3.551,1.566,7.335
2025-08-27T01:14:00.784710+00:00,185.158,0.318,81.013,3.627,1.804,7.144
2025-08-27T01:29:00.784710+00:00,187.82,0.38,78.212,3.589,1.741,7.23
2025-08-27T01:44:00.784710+00:00,188.24,0.33,81.735,3.591,1.629,7.233
2025-08-27T01:59:00.784710+00:00,184.702,0.343,80.472,3.576,1.621,7.141
2025-08-27T02:14:00.784710+00:00,187.169,0.367,79.077,3.52,1.672,7.222
2025-08-27T02:29:00.784710+00:00,203.469,0.437,80.365,3.614,1.754,7.224
2025-08-27T02:44:00.784710+00:00,194.624,0.458,80.502,3.561,1.694,7.266
2025-08-27T02:59:00.784710+00:00,184.368,0.39,81.859,3.508,1.561,7.344
2025-08-27T03:14:00.784710+00:00,187.704,0.347,77.454,3.657,1.617,7.261
2025-08-27T03:29:00.784710+00:00,187.303,0.489,82.014,3.578,1.87,7.212
2025-08-27T03:44:00.784710+00:00,180.547,0.341,79.196,3.545,1.656,7.268
2025-08-27T03:59:00.784710+00:00,179.584,0.331,77.893,3.663,1.724,7.332
2025-08-27T04:14:00.784710+00:00,192.758,0.269,77.559,3.4,1.677,7.207
2025-08-27T04:29:00.784710+00:00,180.146,0.425,76.328,3.639,1.636,7.208
2025-08-27T04:44:00.784710+00:00,173.477,0.4,74.52,3.456,1.608,7.293
2025-08-27T04:59:00.784710+00:00,180.524,0.47,79.002,3.532,1.693,7.242
2025-08-27T05:14:00.784710+00:00,180.358,0.276,81.231,3.457,2.141,7.291
2025-08-27T05:29:00.784710+00:00,162.095,0.415,73.634,3.417,1.596,7.247
2025-08-27T05:44:00.784710+00:00,175.936,0.341,74.548,3.583,1.47,7.285
2025-08-27T05:59:00.784710+00:00,181.522,0.374,77.513,3.612,1.587,7.177
2025-08-27T06:14:00.784710+00:00,176.441,0.248,75.463,3.432,1.521,7.233
2025-08-27T06:29:00.784710+00:00,188.868,0.399,76.752,3.462,1.479,7.217
2025-08-27T06:44:00.784710+00:00,179.189,0.361,74.397,3.424,1.825,7.152
2025-08-27T06:59:00.784710+00:00,178.884,0.315,72.946,3.542,1.306,7.126
2025-08-27T07:14:00.784710+00:00,187.773,0.345,73.153,3.219,1.592,7.255
2025-08-27T07:29:00.784710+00:00,169.495,0.27,68.333,3.402,1.36,7.188
2025-08-27T07:44:00.784710+00:00,162.777,0.274,70.298,3.298,1.466,7.143
2025-08-27T07:59:00.784710+00:00,167.299,0.276,73.968,3.151,1.745,7.193
2025-08-27T08:14:00.784710+00:00,153.074,0.202,73.942,3.295,1.308,7.261
2025-08-27T08:29:00.784710+00:00,156.458,0.333,73.861,3.456,1.323,7.051
2025-08-27T08:44:00.784710+00:00,148.483,0.345,71.425,3.239,1.394,7.093
2025-08-27T08:59:00.784710+00:00,154.944,0.246,65.533,3.339,1.281,7.123
2025-08-27T09:14:00.784710+00:00,144.675,0.294,68.287,3.357,1.476,7.261
2025-08-27T09:29:00.784710+00:00,142.568,0.259,71.729,3.245,1.293,7.185
2025-08-27T09:44:00.784710+00:00,149.596,0.284,71.862,3.241,1.423,7.209
2025-08-27T09:59:00.784710+00:00,143.471,0.233,70.894,3.08,1.174,7.09
2025-08-27T10:14:00.784710+00:00,127.502,0.216,67.266,3.146,1.105,7.087
2025-08-27T10:29:00.784710+00:00,129.7,0.309,64.715,3.263,1.283,7.177
2025-08-27T10:44:00.784710+00:00,130.67,0.25,66.857,3.183,1.112,7.15
2025-08-27T10:59:00.784710+00:00,131.373,0.351,66.602,3.196,1.472,7.175
2025-08-27T11:14:00.784710+00:00,140.434,0.249,69.362,3.167,1.097,7.128
2025-08-27T11:29:00.784710+00:00,137.65,0.197,66.371,3.321,1.148,7.152
2025-08-27T11:44:00.784710+00:00,143.303,0.303,65.661,3.102,1.314,7.142
2025-08-27T11:59:00.784710+00:00,139.794,0.27,65.515,3.257,1.187,7.177
2025-08-27T12:14:00.784710+00:00,141.451,0.273,65.939,3.132,1.068,7.176
2025-08-27T12:29:00.784710+00:00,136.962,0.294,66.194,3.251,1.49,7.028
2025-08-27T12:44:00.784710+00:00,133.112,0.201,63.326,3.012,1.12,6.989
2025-08-27T12:59:00.784710+00:00,139.691,0.226,62.526,3.12,1.212,7.182
2025-08-27T13:14:00.784710+00:00,137.837,0.223,67.282,3.071,1.207,7.193
2025-08-27T13:29:00.784710+00:00,133.204,0.166,61.192,3.111,1.315,7.059
2025-08-27T13:44:00.784710+00:00,140.204,0.217,67.718,3.197,1.284,7.009
2025-08-27T13:59:00.784710+00:00,111.238,0.297,60.622,3.129,1.129,7.126
2025-08-27T14:14:00.784710+00:00,127.778,0.242,63.311,3.198,1.189,7.176
2025-08-27T14:29:00.784710+00:00,127.881,0.163,66.494,3.048,1.202,7.229
2025-08-27T14:44:00.784710+00:00,139.901,0.154,64.655,3.039,1.321,7.153
2025-08-27T14:59:00.784710+00:00,143.73,0.316,62.159,3.111,1.093,7.101
2025-08-27T15:14:00.784710+00:00,120.159,0.23,65.815,3.111,1.479,7.071
2025-08-27T15:29:00.784710+00:00,143.773,0.203,65.299,3.106,1.15,7.127
2025-08-27T15:44:00.784710+00:00,123.953,0.224,64.967,3.051,1.245,7.111
2025-08-27T15:59:00.784710+00:00,125.15,0.166,64.416,3.232,1.113,7.071
2025-08-27T16:14:00.784710+00:00,133.47,0.314,65.889,3.116,1.103,7.257
2025-08-27T16:29:00.784710+00:00,133.97,0.226,65.116,3.269,1.161,7.244
2025-08-27T16:44:00.784710+00:00,125.32,0.317,71.498,3.822,1.158,7.209
2025-08-27T16:59:00.784710+00:00,144.353,0.254,66.524,3.229,1.233,7.089
2025-08-27T17:14:00.784710+00:00,146.046,0.326,66.655,3.234,1.175,7.2
2025-08-27T17:29:00.784710+00:00,150.582,0.271,66.739,3.137,1.385,7.191
2025-08-27T17:44:00.784710+00:00,140.298,0.305,71.817,3.246,1.218,7.183
2025-08-27T17:59:00.784710+00:00,145.134,0.302,65.445,3.385,1.216,7.236
2025-08-27T18:14:00.784710+00:00,146.955,0.301,69.918,3.266,1.287,7.204
2025-08-27T18:29:00.784710+00:00,162.505,0.292,69.211,3.333,1.465,7.215
2025-08-27T18:44:00.784710+00:00,128.177,0.267,67.346,3.332,1.383,7.214
2025-08-27T18:59:00.784710+00:00,145.084,0.379,69.068,3.317,1.358,7.201
2025-08-27T19:14:00.784710+00:00,154.704,0.242,71.862,3.323,1.21,7.079
2025-08-27T19:29:00.784710+00:00,147.918,0.292,70.028,3.369,1.257,7.196
2025-08-27T19:44:00.784710+00:00,156.493,0.297,72.808,3.403,1.253,7.163
2025-08-27T19:59:00.784710+00:00,159.515,0.321,76.281,3.25,1.576,7.125
2025-08-27T20:14:00.784710+00:00,157.223,0.284,73.697,3.394,1.496,7.308
2025-08-27T20:29:00.784710+00:00,164.951,0.326,70.978,3.376,1.341,7.316
2025-08-27T20:44:00.784710+00:00,171.393,0.306,72.717,3.376,1.389,7.299
2025-08-27T20:59:00.784710+00:00,166.382,0.24,74.358,3.527,1.37,7.237
2025-08-27T21:14:00.784710+00:00,166.515,0.324,74.732,3.381,1.375,7.308
2025-08-27T21:29:00.784710+00:00,170.64,0.273,76.238,3.343,1.548,7.233
2025-08-27T21:44:00.784710+00:00,173.681,0.245,77.042,3.533,1.469,7.249
2025-08-27T21:59:00.784710+00:00,161.533,0.343,80.345,3.37,1.765,7.176
2025-08-27T22:14:00.784710+00:00,180.797,0.364,77.327,3.344,1.675,7.269
2025-08-27T22:29:00.784710+00:00,175.073,0.37,75.46,3.584,1.693,7.253
2025-08-27T22:44:00.784710+00:00,190.269,0.375,80.481,3.537,1.625,7.176
2025-08-27T22:59:00.784710+00:00,186.314,0.254,81.085,3.574,1.503,7.254
2025-08-27T23:14:00.784710+00:00,192.263,0.285,79.385,3.512,1.634,7.256
2025-08-27T23:29:00.784710+00:00,176.033,0.455,78.762,3.447,1.528,7.372
2025-08-27T23:44:00.784710+00:00,182.266,0.307,80.808,3.472,1.772,7.321
2025-08-27T23:59:00.784710+00:00,176.304,0.392,79.419,3.554,1.631,7.271
2025-08-28T00:14:00.784710+00:00,181.497,0.329,75.978,3.481,1.62,7.287
2025-08-28T00:29:00.784710+00:00,197.934,0.369,81.434,3.614,1.608,7.277
2025-08-28T00:44:00.784710+00:00,200.476,0.335,82.277,3.559,1.806,7.264
2025-08-28T00:59:00.784710+00:00,179.927,0.396,83.528,3.615,1.428,7.213
2025-08-28T01:14:00.784710+00:00,185.858,0.376,79.304,3.616,1.823,7.27
2025-08-28T01:29:00.784710+00:00,189.199,0.347,81.304,3.637,1.581,7.235
2025-08-28T01:44:00.784710+00:00,194.651,0.317,81.399,3.648,1.435,7.205
2025-08-28T01:59:00.784710+00:00,175.917,0.383,81.092,3.581,1.514,7.311
2025-08-28T02:14:00.784710+00:00,177.072,0.309,81.135,3.623,1.405,7.303
2025-08-28T02:29:00.784710+00:00,193.585,0.391,80.928,3.625,1.679,7.172
2025-08-28T02:44:00.784710+00:00,173.721,0.5,81.193,3.409,1.473,7.271
2025-08-28T02:59:00.784710+00:00,185.258,0.435,82.133,3.651,1.614,7.337
2025-08-28T03:14:00.784710+00:00,189.525,0.402,82.941,3.607,1.726,7.339
2025-08-28T03:29:00.784710+00:00,190.829,0.36,78.804,3.634,1.504,7.335
2025-08-28T03:44:00.784710+00:00,185.527,0.265,79.758,3.479,1.546,7.273
2025-08-28T03:59:00.784710+00:00,182.778,0.294,79.012,3.549,1.415,7.218
2025-08-28T04:14:00.784710+00:00,191.393,0.422,78.451,3.478,1.517,7.201
2025-08-28T04:29:00.784710+00:00,185.745,0.315,76.048,3.616,1.864,7.283
2025-08-28T04:44:00.784710+00:00,177.014,0.317,78.999,3.433,1.64,7.282
2025-08-28T04:59:00.784710+00:00,181.124,0.34,79.554,3.46,1.505,7.333
2025-08-28T05:14:00.784710+00:00,182.43,0.292,77.906,3.565,1.453,7.318
2025-08-28T05:29:00.784710+00:00,191.57,0.28,77.798,3.459,1.511,7.24
2025-08-28T05:44:00.784710+00:00,182.497,0.335,78.232,3.422,1.52,7.169
2025-08-28T05:59:00.784710+00:00,184.237,0.289,79.777,3.555,1.442,7.22
2025-08-28T06:14:00.784710+00:00,167.887,0.293,75.659,3.544,1.544,7.247
2025-08-28T06:29:00.784710+00:00,166.775,0.287,73.684,3.511,1.354,7.217
2025-08-28T06:44:00.784710+00:00,167.235,0.347,75.363,3.506,1.34,7.19
2025-08-28T06:59:00.784710+00:00,166.08,0.305,78.818,3.404,1.486,7.234
2025-08-28T07:14:00.784710+00:00,157.244,0.303,72.227,3.391,1.289,7.184
2025-08-28T07:29:00.784710+00:00,173.492,0.338,75.34,3.339,1.503,7.171
2025-08-28T07:44:00.784710+00:00,168.474,0.296,75.844,3.388,1.4,7.222
2025-08-28T07:59:00.784710+00:00,156.998,0.285,68.283,3.316,1.169,7.174
2025-08-28T08:14:00.784710+00:00,162.616,0.318,73.322,3.308,1.388,7.208
2025-08-28T08:29:00.784710+00:00,157.315,0.323,73.198,3.374,1.159,7.204
2025-08-28T08:44:00.784710+00:00,159.359,0.278,70.952,3.405,1.431,7.115
2025-08-28T08:59:00.784710+00:00,140.942,0.285,69.696,3.327,1.305,7.149
2025-08-28T09:14:00.784710+00:00,148.663,0.237,69.319,3.423,1.544,7.259
2025-08-28T09:29:00.784710+00:00,147.539,0.229,69.367,3.208,1.437,7.098
2025-08-28T09:44:00.784710+00:00,151.22,0.306,68.957,3.103,1.169,7.036
2025-08-28T09:59:00.784710+00:00,139.489,0.286,68.132,3.293,1.042,7.047
2025-08-28T10:14:00.784710+00:00,122.869,0.283,67.995,3.161,1.183,7.156
2025-08-28T10:29:00.784710+00:00,132.64,0.27,70.656,3.187,1.116,7.152
2025-08-28T10:44:00.784710+00:00,139.311,0.255,65.457,3.056,1.471,7.139
2025-08-28T10:59:00.784710+00:00,138.902,0.284,64.022,3.114,1.241,7.215
2025-08-28T11:14:00.784710+00:00,150.546,0.293,69.593,3.055,1.345,6.978
2025-08-28T11:29:00.784710+00:00,140.521,0.289,66.481,3.13,1.19,7.159
2025-08-28T11:44:00.784710+00:00,135.398,0.236,65.802,3.124,1.194,7.226
2025-08-28T11:59:00.784710+00:00,133.481,0.308,66.098,3.155,1.205,7.062
2025-08-28T12:14:00.784710+00:00,141.681,0.248,66.511,3.24,1.335,7.105
2025-08-28T12:29:00.784710+00:00,127.35,0.266,64.847,3.188,1.234,7.08
2025-08-28T12:44:00.784710+00:00,130.292,0.247,66.742,2.999,1.065,7.07
2025-08-28T12:59:00.784710+00:00,122.166,0.244,63.673,3.173,1.382,7.103
2025-08-28T13:14:00.784710+00:00,141.822,0.194,64.895,3.13,1.149,7.207
2025-08-28T13:29:00.784710+00:00,133.327,0.266,61.004,3.111,1.127,7.231
2025-08-28T13:44:00.784710+00:00,124.372,0.372,67.746,3.116,0.841,7.1
2025-08-28T13:59:00.784710+00:00,129.09,0.211,65.052,3.134,1.256,7.234
2025-08-28T14:14:00.784710+00:00,134.184,0.234,66.782,3.064,1.192,7.122
2025-08-28T14:29:00.784710+00:00,128.331,0.208,66.466,3.107,1.193,7.226
2025-08-28T14:44:00.784710+00:00,126.418,0.207,66.718,3.219,1.135,7.116
2025-08-28T14:59:00.784710+00:00,125.942,0.31,65.741,3.072,1.117,7.131
2025-08-28T15:14:00.784710+00:00,134.494,0.201,66.705,3.052,1.145,7.147
2025-08-28T15:29:00.784710+00:00,129.645,0.212,64.21,3.135,1.249,7.317
2025-08-28T15:44:00.784710+00:00,129.724,0.158,64.025,3.057,1.275,7.18
2025-08-28T15:59:00.784710+00:00,123.625,0.202,66.431,3.018,1.177,7.089
2025-08-28T16:14:00.784710+00:00,136.003,0.157,65.569,3.137,1.325,7.192
2025-08-28T16:29:00.784710+00:00,135.107,0.277,70.102,3.291,1.209,7.116
2025-08-28T16:44:00.784710+00:00,135.258,0.388,68.352,3.182,1.166,7.111
2025-08-28T16:59:00.784710+00:00,140.792,0.233,66.544,3.211,1.259,7.199
2025-08-28T17:14:00.784710+00:00,146.645,0.172,67.833,3.039,1.081,7.15
2025-08-28T17:29:00.784710+00:00,147.815,0.303,69.063,3.258,1.282,7.169
2025-08-28T17:44:00.784710+00:00,148.243,0.226,69.102,3.244,1.079,7.158
2025-08-28T17:59:00.784710+00:00,143.583,0.331,70.242,3.197,1.152,7.182
2025-08-28T18:14:00.784710+00:00,142.722,0.256,70.312,3.28,1.044,7.192
2025-08-28T18:29:00.784710+00:00,140.711,0.243,67.885,3.294,1.277,7.055
2025-08-28T18:44:00.784710+00:00,146.168,0.27,66.868,3.211,1.503,7.216
2025-08-28T18:59:00.784710+00:00,152.96,0.321,70.937,3.339,1.308,7.122
2025-08-28T19:14:00.784710+00:00,148.434,0.276,73.327,3.424,1.411,7.099
2025-08-28T19:29:00.784710+00:00,157.436,0.267,72.01,3.326,1.629,7.188
2025-08-28T19:44:00.784710+00:00,150.902,0.287,75.74,3.292,1.408,7.201
2025-08-28T19:59:00.784710+00:00,147.301,0.238,73.706,3.364,1.28,7.16
2025-08-28T20:14:00.784710+00:00,169.105,0.326,77.047,3.463,1.309,7.257
2025-08-28T20:29:00.784710+00:00,160.705,0.221,77.167,3.313,1.397,7.131
2025-08-28T20:44:00.784710+00:00,159.735,0.293,77.491,3.473,1.333,7.193
2025-08-28T20:59:00.784710+00:00,159.584,0.357,73.499,3.389,1.354,7.187
2025-08-28T21:14:00.784710+00:00,173.587,0.339,76.448,3.478,1.552,7.224
2025-08-28T21:29:00.784710+00:00,183.025,0.358,79.356,3.429,1.568,7.249
2025-08-28T21:44:00.784710+00:00,170.574,0.329,77.937,3.444,1.259,7.176
2025-08-28T21:59:00.784710+00:00,173.787,0.395,78.968,3.626,1.369,7.285
2025-08-28T22:14:00.784710+00:00,185.732,0.386,75.533,3.405,1.422,7.25
2025-08-28T22:29:00.784710+00:00,164.248,0.366,82.576,3.57,1.56,7.136
2025-08-28T22:44:00.784710+00:00,195.96,0.394,77.564,3.682,1.634,7.136
2025-08-28T22:59:00.784710+00:00,201.136,0.388,75.543,3.61,1.83,7.257
2025-08-28T23:14:00.784710+00:00,161.294,0.332,79.189,3.46,1.458,7.248
2025-08-28T23:29:00.784710+00:00,183.38,0.289,75.331,3.474,1.472,7.258
2025-08-28T23:44:00.784710+00:00,179.52,0.38,78.362,3.526,1.599,7.266
2025-08-28T23:59:00.784710+00:00,184.157,0.389,85.927,3.608,1.453,7.284
2025-08-29T00:14:00.784710+00:00,183.819,0.418,80.297,3.621,1.524,7.329
2025-08-29T00:29:00.784710+00:00,194.435,0.318,78.418,3.508,1.495,7.208
2025-08-29T00:44:00.784710+00:00,187.695,0.321,81.509,3.545,1.234,7.206
2025-08-29T00:59:00.784710+00:00,181.841,0.391,79.815,3.555,1.567,7.212
2025-08-29T01:14:00.784710+00:00,188.158,0.365,83.458,3.609,1.532,7.296
2025-08-29T01:29:00.784710+00:00,193.934,0.275,80.035,3.785,1.708,7.354
2025-08-29T01:44:00.784710+00:00,180.499,0.389,82.406,3.553,1.557,7.254
2025-08-29T01:59:00.784710+00:00,176.824,0.277,79.587,3.549,1.405,7.13
2025-08-29T02:14:00.784710+00:00,205.832,0.322,87.062,3.536,1.524,7.177
2025-08-29T02:29:00.784710+00:00,184.519,0.437,82.819,3.676,1.302,7.229
2025-08-29T02:44:00.784710+00:00,188.2,0.46,81.435,3.619,1.404,7.245
2025-08-29T02:59:00.784710+00:00,185.632,0.306,81.021,3.547,1.622,7.252
2025-08-29T03:14:00.784710+00:00,192.591,0.349,80.348,3.585,1.512,7.278
2025-08-29T03:29:00.784710+00:00,201.66,0.366,79.749,3.545,1.647,7.255
2025-08-29T03:44:00.784710+00:00,191.27,0.451,79.478,3.625,1.294,7.334
2025-08-29T03:59:00.784710+00:00,173.523,0.335,84.165,3.808,1.494,7.228
2025-08-29T04:14:00.784710+00:00,173.526,0.334,79.428,3.629,1.458,7.214
2025-08-29T04:29:00.784710+00:00,180.231,0.432,75.97,3.567,1.622,7.291
2025-08-29T04:44:00.784710+00:00,180.001,0.333,77.567,3.511,1.579,7.167
2025-08-29T04:59:00.784710+00:00,166.999,0.385,81.399,3.446,1.565,7.279
2025-08-29T05:14:00.784710+00:00,185.869,0.271,78.659,3.6,1.663,7.258
2025-08-29T05:29:00.784710+00:00,169.081,0.333,78.494,3.583,1.423,7.239
2025-08-29T05:44:00.784710+00:00,188.098,0.255,80.68,3.478,1.616,7.338
2025-08-29T05:59:00.784710+00:00,189.028,0.281,76.346,3.598,1.319,7.201
2025-08-29T06:14:00.784710+00:00,170.726,0.372,78.708,3.489,1.302,7.358
2025-08-29T06:29:00.784710+00:00,174.419,0.323,75.636,3.534,1.51,7.216
2025-08-29T06:44:00.784710+00:00,159.2,0.305,77.64,3.481,1.226,7.148
2025-08-29T06:59:00.784710+00:00,172.154,0.279,75.212,3.427,1.462,7.223
2025-08-29T07:14:00.784710+00:00,161.258,0.301,75.008,3.349,1.392,7.149
2025-08-29T07:29:00.784710+00:00,154.602,0.323,76.623,3.398,1.495,7.164
2025-08-29T07:44:00.784710+00:00,159.027,0.352,75.967,3.461,1.346,7.227
2025-08-29T07:59:00.784710+00:00,155.652,0.167,73.627,3.337,1.346,7.232
2025-08-29T08:14:00.784710+00:00,154.816,0.252,72.501,3.396,1.387,7.156
2025-08-29T08:29:00.784710+00:00,163.065,0.297,76.133,3.258,1.233,7.247
2025-08-29T08:44:00.784710+00:00,147.254,0.28,73.608,3.392,1.215,7.252
2025-08-29T08:59:00.784710+00:00,165.514,0.301,71.15,3.339,1.343,7.264
2025-08-29T09:14:00.784710+00:00,139.166,0.289,70.138,3.202,1.27,7.204
2025-08-29T09:29:00.784710+00:00,160.867,0.257,73.018,3.265,1.212,7.25
2025-08-29T09:44:00.784710+00:00,138.04,0.241,70.737,3.343,1.238,7.05
2025-08-29T09:59:00.784710+00:00,144.452,0.251,96.198,3.154,1.428,7.139
2025-08-29T10:14:00.784710+00:00,138.893,0.317,69.86,3.155,1.172,7.102
2025-08-29T10:29:00.784710+00:00,138.493,0.22,69.897,3.223,1.157,7.157
2025-08-29T10:44:00.784710+00:00,146.162,0.25,68.72,3.387,0.998,7.112
2025-08-29T10:59:00.784710+00:00,150.345,0.259,70.876,3.151,1.188,7.132
2025-08-29T11:14:00.784710+00:00,146.558,0.324,70.648,3.233,1.263,7.252
2025-08-29T11:29:00.784710+00:00,132.582,0.229,68.879,3.205,1.276,7.125
2025-08-29T11:44:00.784710+00:00,136.184,0.289,70.279,3.128,1.181,7.157
2025-08-29T11:59:00.784710+00:00,127.452,0.3,67.289,3.179,1.275,7.116
2025-08-29T12:14:00.784710+00:00,124.887,0.233,68.426,3.124,1.242,7.132
2025-08-29T12:29:00.784710+00:00,122.877,0.224,68.858,3.125,1.282,7.126
2025-08-29T12:44:00.784710+00:00,127.894,0.217,68.723,3.015,1.262,7.151
2025-08-29T12:59:00.784710+00:00,132.861,0.219,68.386,3.142,1.328,7.192
2025-08-29T13:14:00.784710+00:00,115.164,0.274,67.718,3.212,1.116,5.187
2025-08-29T13:29:00.784710+00:00,129.809,0.242,70.306,3.143,0.975,7.139
2025-08-29T13:44:00.784710+00:00,142.158,0.242,65.282,3.225,1.212,7.155
2025-08-29T13:59:00.784710+00:00,138.982,0.174,66.055,3.184,1.226,7.051
2025-08-29T14:14:00.784710+00:00,125.431,0.182,65.974,3.134,1.32,7.115
2025-08-29T14:29:00.784710+00:00,119.172,0.338,65.74,3.09,1.287,7.177
2025-08-29T14:44:00.784710+00:00,134.387,0.223,62.605,3.105,1.369,7.174
2025-08-29T14:59:00.784710+00:00,112.655,0.194,69.472,3.03,1.212,7.136
2025-08-29T15:14:00.784710+00:00,140.686,0.306,64.842,3.132,1.169,7.178
2025-08-29T15:29:00.784710+00:00,130.827,0.25,67.439,3.171,0.98,7.156
2025-08-29T15:44:00.784710+00:00,148.035,0.267,64.492,3.304,1.188,7.201
2025-08-29T15:59:00.784710+00:00,120.531,0.233,68.844,3.217,1.091,7.149
2025-08-29T16:14:00.784710+00:00,142.765,0.227,66.328,3.115,1.189,7.113
2025-08-29T16:29:00.784710+00:00,135.793,0.237,65.951,3.079,1.177,7.158
2025-08-29T16:44:00.784710+00:00,135.227,0.179,68.962,3.189,1.235,6.965
2025-08-29T16:59:00.784710+00:00,128.29,0.247,67.548,3.282,1.176,7.168
2025-08-29T17:14:00.784710+00:00,145.477,0.27,68.201,3.211,1.309,6.93
2025-08-29T17:29:00.784710+00:00,147.664,0.351,70.115,3.286,0.88,7.049
2025-08-29T17:44:00.784710+00:00,158.157,0.267,71.814,3.241,1.24,7.184
2025-08-29T17:59:00.784710+00:00,153.63,0.15,69.037,3.328,1.372,7.19
2025-08-29T18:14:00.784710+00:00,142.566,0.266,69.169,3.157,1.463,7.096
2025-08-29T18:29:00.784710+00:00,141.092,0.412,71.69,3.429,1.338,7.128
2025-08-29T18:44:00.784710+00:00,140.028,0.322,73.225,3.227,1.464,7.258
2025-08-29T18:59:00.784710+00:00,164.653,0.243,75.587,3.395,1.295,7.152
2025-08-29T19:14:00.784710+00:00,148.563,0.317,71.041,3.326,1.287,7.321
2025-08-29T19:29:00.784710+00:00,168.574,0.255,73.076,2.046,1.363,7.191
2025-08-29T19:44:00.784710+00:00,162.891,0.229,76.596,3.362,1.311,7.221
2025-08-29T19:59:00.784710+00:00,163.294,0.284,78.724,3.418,1.23,7.299
2025-08-29T20:14:00.784710+00:00,160.16,0.311,73.325,3.451,1.275,7.215
2025-08-29T20:29:00.784710+00:00,169.85,0.217,74.363,3.515,1.216,7.152
2025-08-29T20:44:00.784710+00:00,166.371,0.258,77.128,3.559,1.425,7.211
2025-08-29T20:59:00.784710+00:00,165.444,0.32,75.727,3.489,1.375,7.22
2025-08-29T21:14:00.784710+00:00,175.832,0.304,75.872,3.616,1.343,7.145
2025-08-29T21:29:00.784710+00:00,170.934,0.348,78.375,3.501,1.329,7.217
