ts,tag,value,unit,quality,meta
2025-08-22T17:44:00.784710+00:00,qualidade/cloro,1.35,mg/L,True,"{""sim"": true}"
2025-08-22T17:44:00.784710+00:00,decantacao/turbidez,0.31,NTU,True,"{""sim"": true}"
2025-08-22T17:59:00.784710+00:00,qualidade/ph,7.189,pH,True,"{""sim"": true}"
2025-08-22T17:59:00.784710+00:00,nivel/reservatorio,64.498,%,True,"{""sim"": true}"
2025-08-22T17:59:00.784710+00:00,bombeamento/vazao,147.996,m3/h,True,"{""sim"": true}"
2025-08-22T17:59:00.784710+00:00,qualidade/cloro,1.313,mg/L,True,"{""sim"": true}"
2025-08-22T17:59:00.784710+00:00,pressao/linha1,3.017,bar,True,"{""sim"": true}"
2025-08-22T17:59:00.784710+00:00,decantacao/turbidez,0.267,NTU,True,"{""sim"": true}"
2025-08-22T18:14:00.784710+00:00,qualidade/ph,7.06,pH,True,"{""sim"": true}"
2025-08-22T18:14:00.784710+00:00,nivel/reservatorio,62.152,%,True,"{""sim"": true}"
2025-08-22T18:14:00.784710+00:00,decantacao/turbidez,0.308,NTU,True,"{""sim"": true}"
2025-08-22T18:14:00.784710+00:00,pressao/linha1,3.169,bar,True,"{""sim"": true}"
2025-08-22T18:14:00.784710+00:00,qualidade/cloro,1.697,mg/L,True,"{""sim"": true}"
2025-08-22T18:14:00.784710+00:00,bombeamento/vazao,152.055,m3/h,True,"{""sim"": true}"
2025-08-22T18:29:00.784710+00:00,nivel/reservatorio,65.623,%,True,"{""sim"": true}"
2025-08-22T18:29:00.784710+00:00,pressao/linha1,3.103,bar,True,"{""sim"": true}"
2025-08-22T18:29:00.784710+00:00,qualidade/cloro,1.562,mg/L,True,"{""sim"": true}"
2025-08-22T18:29:00.784710+00:00,decantacao/turbidez,0.186,NTU,True,"{""sim"": true}"
2025-08-22T18:29:00.784710+00:00,bombeamento/vazao,154.452,m3/h,True,"{""sim"": true}"
2025-08-22T18:29:00.784710+00:00,qualidade/ph,7.226,pH,True,"{""sim"": true}"
2025-08-22T18:44:00.784710+00:00,decantacao/turbidez,0.321,NTU,True,"{""sim"": true}"
2025-08-22T18:44:00.784710+00:00,qualidade/cloro,1.441,mg/L,True,"{""sim"": true}"
2025-08-22T18:44:00.784710+00:00,qualidade/ph,7.202,pH,True,"{""sim"": true}"
2025-08-22T18:44:00.784710+00:00,pressao/linha1,3.274,bar,True,"{""sim"": true}"
2025-08-22T18:44:00.784710+00:00,bombeamento/vazao,141.316,m3/h,True,"{""sim"": true}"
2025-08-22T18:44:00.784710+00:00,nivel/reservatorio,62.985,%,True,"{""sim"": true}"
2025-08-22T18:59:00.784710+00:00,qualidade/ph,7.113,pH,True,"{""sim"": true}"
2025-08-22T18:59:00.784710+00:00,nivel/reservatorio,69.416,%,True,"{""sim"": true}"
2025-08-22T18:59:00.784710+00:00,pressao/linha1,3.139,bar,True,"{""sim"": true}"
2025-08-22T18:59:00.784710+00:00,bombeamento/vazao,144.716,m3/h,True,"{""sim"": true}"
2025-08-22T18:59:00.784710+00:00,decantacao/turbidez,0.291,NTU,True,"{""sim"": true}"
2025-08-22T18:59:00.784710+00:00,qualidade/cloro,1.582,mg/L,True,"{""sim"": true}"
2025-08-22T19:14:00.784710+00:00,bombeamento/vazao,145.667,m3/h,True,"{""sim"": true}"
2025-08-22T19:14:00.784710+00:00,pressao/linha1,3.138,bar,True,"{""sim"": true}"
2025-08-22T19:14:00.784710+00:00,decantacao/turbidez,0.318,NTU,True,"{""sim"": true}"
2025-08-22T19:14:00.784710+00:00,qualidade/cloro,1.663,mg/L,True,"{""sim"": true}"
2025-08-22T19:14:00.784710+00:00,nivel/reservatorio,67.444,%,True,"{""sim"": true}"
2025-08-22T19:14:00.784710+00:00,qualidade/ph,7.157,pH,True,"{""sim"": true}"
2025-08-22T19:29:00.784710+00:00,decantacao/turbidez,0.31,NTU,True,"{""sim"": true}"
2025-08-22T19:29:00.784710+00:00,qualidade/ph,7.206,pH,True,"{""sim"": true}"
2025-08-22T19:29:00.784710+00:00,qualidade/cloro,1.622,mg/L,True,"{""sim"": true}"
2025-08-22T19:29:00.784710+00:00,bombeamento/vazao,145.62,m3/h,True,"{""sim"": true}"
2025-08-22T19:29:00.784710+00:00,nivel/reservatorio,71.428,%,True,"{""sim"": true}"
2025-08-22T19:29:00.784710+00:00,pressao/linha1,3.245,bar,True,"{""sim"": true}"
2025-08-22T19:44:00.784710+00:00,decantacao/turbidez,0.247,NTU,True,"{""sim"": true}"
2025-08-22T19:44:00.784710+00:00,nivel/reservatorio,65.354,%,True,"{""sim"": true}"
2025-08-22T19:44:00.784710+00:00,pressao/linha1,3.188,bar,True,"{""sim"": true}"
2025-08-22T19:44:00.784710+00:00,qualidade/cloro,1.458,mg/L,True,"{""sim"": true}"
2025-08-22T19:44:00.784710+00:00,qualidade/ph,7.198,pH,True,"{""sim"": true}"
2025-08-22T19:44:00.784710+00:00,bombeamento/vazao,164.597,m3/h,True,"{""sim"": true}"
2025-08-22T19:59:00.784710+00:00,pressao/linha1,3.26,bar,True,"{""sim"": true}"
2025-08-22T19:59:00.784710+00:00,qualidade/ph,7.183,pH,True,"{""sim"": true}"
2025-08-22T19:59:00.784710+00:00,decantacao/turbidez,0.226,NTU,True,"{""sim"": true}"
2025-08-22T19:59:00.784710+00:00,qualidade/cloro,1.884,mg/L,True,"{""sim"": true}"
2025-08-22T19:59:00.784710+00:00,nivel/reservatorio,71.032,%,True,"{""sim"": true}"
2025-08-22T19:59:00.784710+00:00,bombeamento/vazao,162.517,m3/h,True,"{""sim"": true}"
2025-08-22T20:14:00.784710+00:00,decantacao/turbidez,0.269,NTU,True,"{""sim"": true}"
2025-08-22T20:14:00.784710+00:00,nivel/reservatorio,64.861,%,True,"{""sim"": true}"
2025-08-22T20:14:00.784710+00:00,pressao/linha1,3.355,bar,True,"{""sim"": true}"
2025-08-22T20:14:00.784710+00:00,qualidade/cloro,1.79,mg/L,True,"{""sim"": true}"
2025-08-22T20:14:00.784710+00:00,bombeamento/vazao,162.795,m3/h,True,"{""sim"": true}"
2025-08-22T20:14:00.784710+00:00,qualidade/ph,7.2,pH,True,"{""sim"": true}"
2025-08-22T20:29:00.784710+00:00,qualidade/cloro,1.642,mg/L,True,"{""sim"": true}"
2025-08-22T20:29:00.784710+00:00,qualidade/ph,7.196,pH,True,"{""sim"": true}"
2025-08-22T20:29:00.784710+00:00,bombeamento/vazao,143.37,m3/h,True,"{""sim"": true}"
2025-08-22T20:29:00.784710+00:00,decantacao/turbidez,0.338,NTU,True,"{""sim"": true}"
2025-08-22T20:29:00.784710+00:00,nivel/reservatorio,69.414,%,True,"{""sim"": true}"
2025-08-22T20:29:00.784710+00:00,pressao/linha1,3.302,bar,True,"{""sim"": true}"
2025-08-22T20:44:00.784710+00:00,qualidade/ph,7.225,pH,True,"{""sim"": true}"
2025-08-22T20:44:00.784710+00:00,bombeamento/vazao,182.491,m3/h,True,"{""sim"": true}"
2025-08-22T20:44:00.784710+00:00,decantacao/turbidez,0.349,NTU,True,"{""sim"": true}"
2025-08-22T20:44:00.784710+00:00,nivel/reservatorio,68.26,%,True,"{""sim"": true}"
2025-08-22T20:44:00.784710+00:00,qualidade/cloro,1.659,mg/L,True,"{""sim"": true}"
2025-08-22T20:44:00.784710+00:00,pressao/linha1,3.318,bar,True,"{""sim"": true}"
2025-08-22T20:59:00.784710+00:00,qualidade/ph,7.31,pH,True,"{""sim"": true}"
2025-08-22T20:59:00.784710+00:00,bombeamento/vazao,160.803,m3/h,True,"{""sim"": true}"
2025-08-22T20:59:00.784710+00:00,qualidade/cloro,1.75,mg/L,True,"{""sim"": true}"
2025-08-22T20:59:00.784710+00:00,nivel/reservatorio,69.147,%,True,"{""sim"": true}"
2025-08-22T20:59:00.784710+00:00,pressao/linha1,3.341,bar,True,"{""sim"": true}"
2025-08-22T20:59:00.784710+00:00,decantacao/turbidez,0.25,NTU,True,"{""sim"": true}"
2025-08-22T21:14:00.784710+00:00,decantacao/turbidez,0.274,NTU,True,"{""sim"": true}"
2025-08-22T21:14:00.784710+00:00,pressao/linha1,3.205,bar,True,"{""sim"": true}"
2025-08-22T21:14:00.784710+00:00,bombeamento/vazao,186.247,m3/h,True,"{""sim"": true}"
2025-08-22T21:14:00.784710+00:00,qualidade/cloro,1.583,mg/L,True,"{""sim"": true}"
2025-08-22T21:14:00.784710+00:00,nivel/reservatorio,69.52,%,True,"{""sim"": true}"
2025-08-22T21:14:00.784710+00:00,qualidade/ph,7.072,pH,True,"{""sim"": true}"
2025-08-22T21:29:00.784710+00:00,qualidade/ph,7.217,pH,True,"{""sim"": true}"
2025-08-22T21:29:00.784710+00:00,bombeamento/vazao,160.071,m3/h,True,"{""sim"": true}"
2025-08-22T21:29:00.784710+00:00,pressao/linha1,3.387,bar,True,"{""sim"": true}"
2025-08-22T21:29:00.784710+00:00,qualidade/cloro,1.769,mg/L,True,"{""sim"": true}"
2025-08-22T21:29:00.784710+00:00,nivel/reservatorio,69.222,%,True,"{""sim"": true}"
2025-08-22T21:29:00.784710+00:00,decantacao/turbidez,0.291,NTU,True,"{""sim"": true}"
2025-08-22T21:44:00.784710+00:00,qualidade/cloro,1.582,mg/L,True,"{""sim"": true}"
2025-08-22T21:44:00.784710+00:00,qualidade/ph,7.246,pH,True,"{""sim"": true}"
2025-08-22T21:44:00.784710+00:00,pressao/linha1,3.384,bar,True,"{""sim"": true}"
2025-08-22T21:44:00.784710+00:00,nivel/reservatorio,69.018,%,True,"{""sim"": true}"
2025-08-22T21:44:00.784710+00:00,bombeamento/vazao,166.95,m3/h,True,"{""sim"": true}"
2025-08-22T21:44:00.784710+00:00,decantacao/turbidez,0.314,NTU,True,"{""sim"": true}"
2025-08-22T21:59:00.784710+00:00,decantacao/turbidez,0.267,NTU,True,"{""sim"": true}"
2025-08-22T21:59:00.784710+00:00,pressao/linha1,3.457,bar,True,"{""sim"": true}"
2025-08-22T21:59:00.784710+00:00,qualidade/ph,7.258,pH,True,"{""sim"": true}"
2025-08-22T21:59:00.784710+00:00,nivel/reservatorio,71.123,%,True,"{""sim"": true}"
2025-08-22T21:59:00.784710+00:00,bombeamento/vazao,157.552,m3/h,True,"{""sim"": true}"
2025-08-22T21:59:00.784710+00:00,qualidade/cloro,1.745,mg/L,True,"{""sim"": true}"
2025-08-22T22:14:00.784710+00:00,decantacao/turbidez,0.268,NTU,True,"{""sim"": true}"
2025-08-22T22:14:00.784710+00:00,qualidade/ph,7.223,pH,True,"{""sim"": true}"
2025-08-22T22:14:00.784710+00:00,bombeamento/vazao,179.732,m3/h,True,"{""sim"": true}"
2025-08-22T22:14:00.784710+00:00,qualidade/cloro,1.623,mg/L,True,"{""sim"": true}"
2025-08-22T22:14:00.784710+00:00,nivel/reservatorio,72.692,%,True,"{""sim"": true}"
2025-08-22T22:14:00.784710+00:00,pressao/linha1,3.448,bar,True,"{""sim"": true}"
2025-08-22T22:29:00.784710+00:00,nivel/reservatorio,75.221,%,True,"{""sim"": true}"
2025-08-22T22:29:00.784710+00:00,qualidade/cloro,1.64,mg/L,True,"{""sim"": true}"
2025-08-22T22:29:00.784710+00:00,pressao/linha1,3.397,bar,True,"{""sim"": true}"
2025-08-22T22:29:00.784710+00:00,qualidade/ph,7.144,pH,True,"{""sim"": true}"
2025-08-22T22:29:00.784710+00:00,bombeamento/vazao,169.614,m3/h,True,"{""sim"": true}"
2025-08-22T22:29:00.784710+00:00,decantacao/turbidez,0.302,NTU,True,"{""sim"": true}"
2025-08-22T22:44:00.784710+00:00,nivel/reservatorio,73.897,%,True,"{""sim"": true}"
2025-08-22T22:44:00.784710+00:00,bombeamento/vazao,171.349,m3/h,True,"{""sim"": true}"
2025-08-22T22:44:00.784710+00:00,qualidade/ph,7.273,pH,True,"{""sim"": true}"
2025-08-22T22:44:00.784710+00:00,decantacao/turbidez,0.351,NTU,True,"{""sim"": true}"
2025-08-22T22:44:00.784710+00:00,pressao/linha1,3.509,bar,True,"{""sim"": true}"
2025-08-22T22:44:00.784710+00:00,qualidade/cloro,1.981,mg/L,True,"{""sim"": true}"
2025-08-22T22:59:00.784710+00:00,decantacao/turbidez,0.291,NTU,True,"{""sim"": true}"
2025-08-22T22:59:00.784710+00:00,qualidade/cloro,1.799,mg/L,True,"{""sim"": true}"
2025-08-22T22:59:00.784710+00:00,qualidade/ph,7.361,pH,True,"{""sim"": true}"
2025-08-22T22:59:00.784710+00:00,bombeamento/vazao,170.377,m3/h,True,"{""sim"": true}"
2025-08-22T22:59:00.784710+00:00,nivel/reservatorio,76.029,%,True,"{""sim"": true}"
2025-08-22T22:59:00.784710+00:00,pressao/linha1,3.415,bar,True,"{""sim"": true}"
2025-08-22T23:14:00.784710+00:00,decantacao/turbidez,0.424,NTU,True,"{""sim"": true}"
2025-08-22T23:14:00.784710+00:00,qualidade/cloro,1.826,mg/L,True,"{""sim"": true}"
2025-08-22T23:14:00.784710+00:00,pressao/linha1,3.469,bar,True,"{""sim"": true}"
2025-08-22T23:14:00.784710+00:00,bombeamento/vazao,188.909,m3/h,True,"{""sim"": true}"
2025-08-22T23:14:00.784710+00:00,nivel/reservatorio,71.105,%,True,"{""sim"": true}"
2025-08-22T23:14:00.784710+00:00,qualidade/ph,7.168,pH,True,"{""sim"": true}"
2025-08-22T23:29:00.784710+00:00,qualidade/ph,7.316,pH,True,"{""sim"": true}"
2025-08-22T23:29:00.784710+00:00,nivel/reservatorio,73.535,%,True,"{""sim"": true}"
2025-08-22T23:29:00.784710+00:00,qualidade/cloro,1.567,mg/L,True,"{""sim"": true}"
2025-08-22T23:29:00.784710+00:00,decantacao/turbidez,0.409,NTU,True,"{""sim"": true}"
2025-08-22T23:29:00.784710+00:00,pressao/linha1,3.435,bar,True,"{""sim"": true}"
2025-08-22T23:29:00.784710+00:00,bombeamento/vazao,189.617,m3/h,True,"{""sim"": true}"
2025-08-22T23:44:00.784710+00:00,nivel/reservatorio,76.135,%,True,"{""sim"": true}"
2025-08-22T23:44:00.784710+00:00,qualidade/cloro,1.744,mg/L,True,"{""sim"": true}"
2025-08-22T23:44:00.784710+00:00,decantacao/turbidez,0.293,NTU,True,"{""sim"": true}"
2025-08-22T23:44:00.784710+00:00,pressao/linha1,3.506,bar,True,"{""sim"": true}"
2025-08-22T23:44:00.784710+00:00,qualidade/ph,7.247,pH,True,"{""sim"": true}"
2025-08-22T23:44:00.784710+00:00,bombeamento/vazao,199.555,m3/h,True,"{""sim"": true}"
2025-08-22T23:59:00.784710+00:00,bombeamento/vazao,180.598,m3/h,True,"{""sim"": true}"
2025-08-22T23:59:00.784710+00:00,qualidade/cloro,1.877,mg/L,True,"{""sim"": true}"
2025-08-22T23:59:00.784710+00:00,pressao/linha1,3.448,bar,True,"{""sim"": true}"
2025-08-22T23:59:00.784710+00:00,qualidade/ph,7.266,pH,True,"{""sim"": true}"
2025-08-22T23:59:00.784710+00:00,nivel/reservatorio,75.683,%,True,"{""sim"": true}"
2025-08-22T23:59:00.784710+00:00,decantacao/turbidez,0.351,NTU,True,"{""sim"": true}"
2025-08-23T00:14:00.784710+00:00,qualidade/cloro,1.851,mg/L,True,"{""sim"": true}"
2025-08-23T00:14:00.784710+00:00,decantacao/turbidez,0.414,NTU,True,"{""sim"": true}"
2025-08-23T00:14:00.784710+00:00,nivel/reservatorio,73.528,%,True,"{""sim"": true}"
2025-08-23T00:14:00.784710+00:00,bombeamento/vazao,188.748,m3/h,True,"{""sim"": true}"
2025-08-23T00:14:00.784710+00:00,qualidade/ph,7.209,pH,True,"{""sim"": true}"
2025-08-23T00:14:00.784710+00:00,pressao/linha1,3.618,bar,True,"{""sim"": true}"
2025-08-23T00:29:00.784710+00:00,bombeamento/vazao,177.481,m3/h,True,"{""sim"": true}"
2025-08-23T00:29:00.784710+00:00,qualidade/ph,7.254,pH,True,"{""sim"": true}"
2025-08-23T00:29:00.784710+00:00,nivel/reservatorio,77.341,%,True,"{""sim"": true}"
2025-08-23T00:29:00.784710+00:00,pressao/linha1,3.654,bar,True,"{""sim"": true}"
2025-08-23T00:29:00.784710+00:00,qualidade/cloro,1.574,mg/L,True,"{""sim"": true}"
2025-08-23T00:29:00.784710+00:00,decantacao/turbidez,0.344,NTU,True,"{""sim"": true}"
2025-08-23T00:44:00.784710+00:00,qualidade/cloro,1.861,mg/L,True,"{""sim"": true}"
2025-08-23T00:44:00.784710+00:00,qualidade/ph,7.354,pH,True,"{""sim"": true}"
2025-08-23T00:44:00.784710+00:00,bombeamento/vazao,185.794,m3/h,True,"{""sim"": true}"
2025-08-23T00:44:00.784710+00:00,nivel/reservatorio,74.602,%,True,"{""sim"": true}"
2025-08-23T00:44:00.784710+00:00,pressao/linha1,3.569,bar,True,"{""sim"": true}"
2025-08-23T00:44:00.784710+00:00,decantacao/turbidez,0.338,NTU,True,"{""sim"": true}"
2025-08-23T00:59:00.784710+00:00,qualidade/ph,7.312,pH,True,"{""sim"": true}"
2025-08-23T00:59:00.784710+00:00,pressao/linha1,3.627,bar,True,"{""sim"": true}"
2025-08-23T00:59:00.784710+00:00,decantacao/turbidez,0.426,NTU,True,"{""sim"": true}"
2025-08-23T00:59:00.784710+00:00,bombeamento/vazao,184.881,m3/h,True,"{""sim"": true}"
2025-08-23T00:59:00.784710+00:00,nivel/reservatorio,74.268,%,True,"{""sim"": true}"
2025-08-23T00:59:00.784710+00:00,qualidade/cloro,1.883,mg/L,True,"{""sim"": true}"
2025-08-23T01:14:00.784710+00:00,decantacao/turbidez,0.353,NTU,True,"{""sim"": true}"
2025-08-23T01:14:00.784710+00:00,nivel/reservatorio,76.922,%,True,"{""sim"": true}"
2025-08-23T01:14:00.784710+00:00,pressao/linha1,3.384,bar,True,"{""sim"": true}"
2025-08-23T01:14:00.784710+00:00,qualidade/cloro,1.996,mg/L,True,"{""sim"": true}"
2025-08-23T01:14:00.784710+00:00,qualidade/ph,7.383,pH,True,"{""sim"": true}"
2025-08-23T01:14:00.784710+00:00,bombeamento/vazao,193.18,m3/h,True,"{""sim"": true}"
2025-08-23T01:29:00.784710+00:00,decantacao/turbidez,0.425,NTU,True,"{""sim"": true}"
2025-08-23T01:29:00.784710+00:00,bombeamento/vazao,197.906,m3/h,True,"{""sim"": true}"
2025-08-23T01:29:00.784710+00:00,nivel/reservatorio,76.052,%,True,"{""sim"": true}"
2025-08-23T01:29:00.784710+00:00,qualidade/cloro,1.765,mg/L,True,"{""sim"": true}"
2025-08-23T01:29:00.784710+00:00,qualidade/ph,7.35,pH,True,"{""sim"": true}"
2025-08-23T01:29:00.784710+00:00,pressao/linha1,3.396,bar,True,"{""sim"": true}"
2025-08-23T01:44:00.784710+00:00,bombeamento/vazao,197.877,m3/h,True,"{""sim"": true}"
2025-08-23T01:44:00.784710+00:00,qualidade/ph,7.306,pH,True,"{""sim"": true}"
2025-08-23T01:44:00.784710+00:00,decantacao/turbidez,0.391,NTU,True,"{""sim"": true}"
2025-08-23T01:44:00.784710+00:00,pressao/linha1,3.486,bar,True,"{""sim"": true}"
2025-08-23T01:44:00.784710+00:00,qualidade/cloro,1.575,mg/L,True,"{""sim"": true}"
2025-08-23T01:44:00.784710+00:00,nivel/reservatorio,75.052,%,True,"{""sim"": true}"
2025-08-23T01:59:00.784710+00:00,qualidade/ph,7.385,pH,True,"{""sim"": true}"
2025-08-23T01:59:00.784710+00:00,nivel/reservatorio,75.007,%,True,"{""sim"": true}"
2025-08-23T01:59:00.784710+00:00,decantacao/turbidez,0.353,NTU,True,"{""sim"": true}"
2025-08-23T01:59:00.784710+00:00,pressao/linha1,3.516,bar,True,"{""sim"": true}"
2025-08-23T01:59:00.784710+00:00,qualidade/cloro,1.724,mg/L,True,"{""sim"": true}"
2025-08-23T01:59:00.784710+00:00,bombeamento/vazao,183.257,m3/h,True,"{""sim"": true}"
2025-08-23T02:14:00.784710+00:00,qualidade/ph,7.306,pH,True,"{""sim"": true}"
2025-08-23T02:14:00.784710+00:00,decantacao/turbidez,0.394,NTU,True,"{""sim"": true}"
2025-08-23T02:14:00.784710+00:00,pressao/linha1,3.496,bar,True,"{""sim"": true}"
2025-08-23T02:14:00.784710+00:00,nivel/reservatorio,73.97,%,True,"{""sim"": true}"
2025-08-23T02:14:00.784710+00:00,qualidade/cloro,1.711,mg/L,True,"{""sim"": true}"
2025-08-23T02:14:00.784710+00:00,bombeamento/vazao,197.909,m3/h,True,"{""sim"": true}"
2025-08-23T02:29:00.784710+00:00,pressao/linha1,3.379,bar,True,"{""sim"": true}"
2025-08-23T02:29:00.784710+00:00,nivel/reservatorio,75.273,%,True,"{""sim"": true}"
2025-08-23T02:29:00.784710+00:00,qualidade/ph,7.329,pH,True,"{""sim"": true}"
2025-08-23T02:29:00.784710+00:00,qualidade/cloro,1.929,mg/L,True,"{""sim"": true}"
2025-08-23T02:29:00.784710+00:00,bombeamento/vazao,189.362,m3/h,True,"{""sim"": true}"
2025-08-23T02:29:00.784710+00:00,decantacao/turbidez,0.385,NTU,True,"{""sim"": true}"
2025-08-23T02:44:00.784710+00:00,nivel/reservatorio,78.186,%,True,"{""sim"": true}"
2025-08-23T02:44:00.784710+00:00,qualidade/ph,7.261,pH,True,"{""sim"": true}"
2025-08-23T02:44:00.784710+00:00,pressao/linha1,3.6,bar,True,"{""sim"": true}"
2025-08-23T02:44:00.784710+00:00,bombeamento/vazao,186.784,m3/h,True,"{""sim"": true}"
2025-08-23T02:44:00.784710+00:00,qualidade/cloro,1.512,mg/L,True,"{""sim"": true}"
2025-08-23T02:44:00.784710+00:00,decantacao/turbidez,0.42,NTU,True,"{""sim"": true}"
2025-08-23T02:59:00.784710+00:00,decantacao/turbidez,0.34,NTU,True,"{""sim"": true}"
2025-08-23T02:59:00.784710+00:00,bombeamento/vazao,183.253,m3/h,True,"{""sim"": true}"
2025-08-23T02:59:00.784710+00:00,nivel/reservatorio,76.363,%,True,"{""sim"": true}"
2025-08-23T02:59:00.784710+00:00,pressao/linha1,3.677,bar,True,"{""sim"": true}"
2025-08-23T02:59:00.784710+00:00,qualidade/cloro,1.781,mg/L,True,"{""sim"": true}"
2025-08-23T02:59:00.784710+00:00,qualidade/ph,7.281,pH,True,"{""sim"": true}"
2025-08-23T03:14:00.784710+00:00,pressao/linha1,3.602,bar,True,"{""sim"": true}"
2025-08-23T03:14:00.784710+00:00,nivel/reservatorio,77.645,%,True,"{""sim"": true}"
2025-08-23T03:14:00.784710+00:00,qualidade/cloro,2.001,mg/L,True,"{""sim"": true}"
2025-08-23T03:14:00.784710+00:00,bombeamento/vazao,183.858,m3/h,True,"{""sim"": true}"
2025-08-23T03:14:00.784710+00:00,qualidade/ph,7.234,pH,True,"{""sim"": true}"
2025-08-23T03:14:00.784710+00:00,decantacao/turbidez,0.368,NTU,True,"{""sim"": true}"
2025-08-23T03:29:00.784710+00:00,nivel/reservatorio,76.582,%,True,"{""sim"": true}"
2025-08-23T03:29:00.784710+00:00,qualidade/ph,7.333,pH,True,"{""sim"": true}"
2025-08-23T03:29:00.784710+00:00,bombeamento/vazao,201.571,m3/h,True,"{""sim"": true}"
2025-08-23T03:29:00.784710+00:00,decantacao/turbidez,0.361,NTU,True,"{""sim"": true}"
2025-08-23T03:29:00.784710+00:00,pressao/linha1,3.581,bar,True,"{""sim"": true}"
2025-08-23T03:29:00.784710+00:00,qualidade/cloro,1.826,mg/L,True,"{""sim"": true}"
2025-08-23T03:44:00.784710+00:00,pressao/linha1,3.505,bar,True,"{""sim"": true}"
2025-08-23T03:44:00.784710+00:00,qualidade/cloro,1.927,mg/L,True,"{""sim"": true}"
2025-08-23T03:44:00.784710+00:00,qualidade/ph,7.201,pH,True,"{""sim"": true}"
2025-08-23T03:44:00.784710+00:00,decantacao/turbidez,0.398,NTU,True,"{""sim"": true}"
2025-08-23T03:44:00.784710+00:00,bombeamento/vazao,189.269,m3/h,True,"{""sim"": true}"
2025-08-23T03:44:00.784710+00:00,nivel/reservatorio,74.116,%,True,"{""sim"": true}"
2025-08-23T03:59:00.784710+00:00,decantacao/turbidez,0.309,NTU,True,"{""sim"": true}"
2025-08-23T03:59:00.784710+00:00,qualidade/ph,7.316,pH,True,"{""sim"": true}"
2025-08-23T03:59:00.784710+00:00,qualidade/cloro,1.615,mg/L,True,"{""sim"": true}"
2025-08-23T03:59:00.784710+00:00,pressao/linha1,3.412,bar,True,"{""sim"": true}"
2025-08-23T03:59:00.784710+00:00,bombeamento/vazao,187.268,m3/h,True,"{""sim"": true}"
2025-08-23T03:59:00.784710+00:00,nivel/reservatorio,71.802,%,True,"{""sim"": true}"
2025-08-23T04:14:00.784710+00:00,pressao/linha1,3.477,bar,True,"{""sim"": true}"
2025-08-23T04:14:00.784710+00:00,qualidade/cloro,1.613,mg/L,True,"{""sim"": true}"
2025-08-23T04:14:00.784710+00:00,bombeamento/vazao,182.724,m3/h,True,"{""sim"": true}"
2025-08-23T04:14:00.784710+00:00,qualidade/ph,7.255,pH,True,"{""sim"": true}"
2025-08-23T04:14:00.784710+00:00,decantacao/turbidez,0.409,NTU,True,"{""sim"": true}"
2025-08-23T04:14:00.784710+00:00,nivel/reservatorio,72.977,%,True,"{""sim"": true}"
2025-08-23T04:29:00.784710+00:00,nivel/reservatorio,73.19,%,True,"{""sim"": true}"
2025-08-23T04:29:00.784710+00:00,qualidade/ph,7.333,pH,True,"{""sim"": true}"
2025-08-23T04:29:00.784710+00:00,qualidade/cloro,1.969,mg/L,True,"{""sim"": true}"
2025-08-23T04:29:00.784710+00:00,pressao/linha1,3.63,bar,True,"{""sim"": true}"
2025-08-23T04:29:00.784710+00:00,decantacao/turbidez,0.379,NTU,True,"{""sim"": true}"
2025-08-23T04:29:00.784710+00:00,bombeamento/vazao,203.234,m3/h,True,"{""sim"": true}"
2025-08-23T04:44:00.784710+00:00,nivel/reservatorio,72.71,%,True,"{""sim"": true}"
2025-08-23T04:44:00.784710+00:00,qualidade/cloro,1.8,mg/L,True,"{""sim"": true}"
2025-08-23T04:44:00.784710+00:00,decantacao/turbidez,0.286,NTU,True,"{""sim"": true}"
2025-08-23T04:44:00.784710+00:00,qualidade/ph,7.305,pH,True,"{""sim"": true}"
2025-08-23T04:44:00.784710+00:00,pressao/linha1,3.423,bar,True,"{""sim"": true}"
2025-08-23T04:44:00.784710+00:00,bombeamento/vazao,192.849,m3/h,True,"{""sim"": true}"
2025-08-23T04:59:00.784710+00:00,bombeamento/vazao,175.288,m3/h,True,"{""sim"": true}"
2025-08-23T04:59:00.784710+00:00,qualidade/ph,7.365,pH,True,"{""sim"": true}"
2025-08-23T04:59:00.784710+00:00,nivel/reservatorio,75.818,%,True,"{""sim"": true}"
2025-08-23T04:59:00.784710+00:00,decantacao/turbidez,0.41,NTU,True,"{""sim"": true}"
2025-08-23T04:59:00.784710+00:00,qualidade/cloro,1.791,mg/L,True,"{""sim"": true}"
2025-08-23T04:59:00.784710+00:00,pressao/linha1,3.404,bar,True,"{""sim"": true}"
2025-08-23T05:14:00.784710+00:00,pressao/linha1,3.517,bar,True,"{""sim"": true}"
2025-08-23T05:14:00.784710+00:00,bombeamento/vazao,177.424,m3/h,True,"{""sim"": true}"
2025-08-23T05:14:00.784710+00:00,qualidade/cloro,1.634,mg/L,True,"{""sim"": true}"
2025-08-23T05:14:00.784710+00:00,qualidade/ph,7.296,pH,True,"{""sim"": true}"
2025-08-23T05:14:00.784710+00:00,decantacao/turbidez,0.457,NTU,True,"{""sim"": true}"
2025-08-23T05:14:00.784710+00:00,nivel/reservatorio,75.423,%,True,"{""sim"": true}"
2025-08-23T05:29:00.784710+00:00,qualidade/cloro,1.77,mg/L,True,"{""sim"": true}"
2025-08-23T05:29:00.784710+00:00,pressao/linha1,3.51,bar,True,"{""sim"": true}"
